run_id,ts,dataset_id,prompt_id,prompt_hash,model,judge,representation,family,scenario_id,seed,truth_label,verdict,score,correct,latency_s,tokens_in,tokens_out,finish_reason,error_kind,error,rationale
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,and,noise_equivalent,noise_equivalent_003,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,-,statistical,,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.04,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,qwen-llm,ai,summary,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,35.0,0,4.99,652,93,stop,,,Canary shows worse tail latency and a higher max duration compared to control.
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,qwen-llm,ai,raw,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,45.0,0,2.8,928,83,stop,,,"Canary shows higher max duration and increased variance, indicating instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,gated,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,35.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,or,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,35.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,and,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,phi4-llm,ai,summary,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,70.0,0,9.93,596,123,stop,,,"The canary shows higher variability (stddev) and worse tail latencies (p95, p99, max), indicating potential instability despite a slightly lower mean. The negative slope suggests no upward trend over "
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,phi4-llm,ai,raw,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,65.0,0,6.03,798,112,stop,,,"The canary shows increased variance and higher p90/p95 values compared to control, indicating potential instability. Despite similar medians, the worse tail metrics suggest a risk of degraded performa"
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,gated,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,or,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,and,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,olmo2-llm,ai,summary,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,20.0,0,5.72,594,139,stop,,,"The canary shows higher variance, a worse p99 value, and an upward trend compared to the control, indicating instability and potential issues."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,olmo2-llm,ai,raw,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,45.0,0,3.13,796,109,stop,,,Higher variance and p95 value suggest instability in the canary compared to stable control metrics.
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,gated,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,or,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,and,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,mistral-nemo-llm,ai,summary,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,45.0,0,11.91,667,95,stop,,,Canary shows increased latency and instability compared to control.
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,mistral-nemo-llm,ai,raw,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,45.0,0,4.96,937,119,stop,,,"Canary has higher max value (0.3099 vs 0.2682) and larger standard deviation (0.057 vs 0.041), indicating instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,gated,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,45.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,or,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,45.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,and,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,deepseek-r1-llm,ai,summary,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,67.0,0,15.47,642,662,stop,,,"The canary shows a significant increase in variance and higher percentiles, indicating potential instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,deepseek-r1-llm,ai,raw,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,45.0,0,11.03,918,522,stop,,,"The canary shows a much wider spread, higher max, lower min, and outliers compared to control, indicating instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,gated,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,or,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,and,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,moondream-vlm,ai,plot,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,70.0,0,2.56,1460,80,stop,,,<= 60 words
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,gated,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,or,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,and,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,granite-vision-vlm,ai,plot,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,50.0,0,6.87,3651,164,stop,,,"The canary shows a marginal improvement over the control, with a lower median and less spread in the data. However, there is still room for improvement as the p90/p95/p99/max values are higher than th"
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,gated,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,or,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,and,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,minicpm-v-vlm,ai,plot,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,25.0,0,7.97,917,146,stop,,,"While both mean and median are similar between the baseline and experiment, the overall score is low due to significant increases in p90, p95, and p99 values for the canary. This suggests that the new"
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,gated,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,25.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,or,noise_equivalent,noise_equivalent_004,20260621,PASS,FAIL,25.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,and,noise_equivalent,noise_equivalent_004,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,-,statistical,,healed_transient,healed_transient_000,20260621,PASS,PASS,100.0,1,0.05,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,qwen-llm,ai,summary,healed_transient,healed_transient_000,20260621,PASS,FAIL,25.0,0,5.36,651,91,stop,,,Canary shows severe degradation in tail latency and variance.
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,qwen-llm,ai,raw,healed_transient,healed_transient_000,20260621,PASS,FAIL,25.0,0,3.02,935,90,stop,,,"Canary shows much higher max and tail latencies compared to control, indicating instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,gated,healed_transient,healed_transient_000,20260621,PASS,FAIL,25.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,or,healed_transient,healed_transient_000,20260621,PASS,FAIL,25.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,and,healed_transient,healed_transient_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,phi4-llm,ai,summary,healed_transient,healed_transient_000,20260621,PASS,FAIL,20.0,0,10.32,597,123,stop,,,"The canary shows a substantial increase in request duration metrics (mean, p90, p95, p99, max) compared to the control. Increased standard deviation indicates greater variability, suggesting instabili"
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,phi4-llm,ai,raw,healed_transient,healed_transient_000,20260621,PASS,FAIL,20.0,0,6.17,803,110,stop,,,"The canary shows a substantial increase in request duration with higher mean (0.327 vs. 0.199) and variance, indicating instability and degraded performance compared to the control."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,gated,healed_transient,healed_transient_000,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,or,healed_transient,healed_transient_000,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,and,healed_transient,healed_transient_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,olmo2-llm,ai,summary,healed_transient,healed_transient_000,20260621,PASS,FAIL,20.0,0,5.14,595,102,stop,,,"The canary shows higher variance and worse tail metrics compared to the control, indicating instability. This is concerning despite a similar median."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,olmo2-llm,ai,raw,healed_transient,healed_transient_000,20260621,PASS,FAIL,40.0,0,3.33,801,117,stop,,,"Higher variance and p95 value indicate instability in the canary compared to the stable control, leading to a fail verdict."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,gated,healed_transient,healed_transient_000,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,or,healed_transient,healed_transient_000,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,and,healed_transient,healed_transient_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,mistral-nemo-llm,ai,summary,healed_transient,healed_transient_000,20260621,PASS,FAIL,45.0,0,12.61,666,98,stop,,,Canary shows increased latency and instability compared to control.
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,mistral-nemo-llm,ai,raw,healed_transient,healed_transient_000,20260621,PASS,FAIL,35.0,0,4.86,944,106,stop,,,"Canary has significantly higher max value (0.3588 vs 0.2136) and wider spread, indicating instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,gated,healed_transient,healed_transient_000,20260621,PASS,FAIL,45.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,or,healed_transient,healed_transient_000,20260621,PASS,FAIL,45.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,and,healed_transient,healed_transient_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,deepseek-r1-llm,ai,summary,healed_transient,healed_transient_000,20260621,PASS,FAIL,25.0,0,17.22,641,683,stop,,,"The canary shows a substantial increase in response time variability and worst-case scenarios compared to the control, indicating potential instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,deepseek-r1-llm,ai,raw,healed_transient,healed_transient_000,20260621,PASS,FAIL,20.0,0,14.43,925,729,stop,,,"The canary shows much higher variability and extreme values compared to the control, indicating potential instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,gated,healed_transient,healed_transient_000,20260621,PASS,FAIL,25.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,or,healed_transient,healed_transient_000,20260621,PASS,FAIL,25.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,and,healed_transient,healed_transient_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,moondream-vlm,ai,plot,healed_transient,healed_transient_000,20260621,PASS,FAIL,70.0,0,2.78,1460,75,stop,,,<= 60 words
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,gated,healed_transient,healed_transient_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,or,healed_transient,healed_transient_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,and,healed_transient,healed_transient_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,granite-vision-vlm,ai,plot,healed_transient,healed_transient_000,20260621,PASS,FAIL,50.0,0,6.84,3650,159,stop,,,"The canary shows a marginal improvement over the control in terms of HTTP request duration. The median and p90 values are slightly higher, but the spread/variance is comparable, indicating stability. "
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,gated,healed_transient,healed_transient_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,or,healed_transient,healed_transient_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,and,healed_transient,healed_transient_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,minicpm-v-vlm,ai,plot,healed_transient,healed_transient_000,20260621,PASS,FAIL,25.0,0,7.91,916,118,stop,,,The overall score is low due to an increase in average request durations for the experiment. This suggests that users may experience longer response times when using this new version of the applicatio
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,gated,healed_transient,healed_transient_000,20260621,PASS,FAIL,25.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,or,healed_transient,healed_transient_000,20260621,PASS,FAIL,25.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,and,healed_transient,healed_transient_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,-,statistical,,healed_transient,healed_transient_001,20260621,PASS,PASS,100.0,1,0.04,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,qwen-llm,ai,summary,healed_transient,healed_transient_001,20260621,PASS,FAIL,25.0,0,5.25,655,88,stop,,,Canary shows severe degradation in tail latency metrics.
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,qwen-llm,ai,raw,healed_transient,healed_transient_001,20260621,PASS,FAIL,35.0,0,3.04,932,90,stop,,,"Canary shows much higher max and tail latencies compared to control, indicating instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,gated,healed_transient,healed_transient_001,20260621,PASS,FAIL,25.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,or,healed_transient,healed_transient_001,20260621,PASS,FAIL,25.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,and,healed_transient,healed_transient_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,phi4-llm,ai,summary,healed_transient,healed_transient_001,20260621,PASS,FAIL,20.0,0,9.88,599,114,stop,,,"The canary shows significantly worse latency metrics across the board compared to control. Increased variance suggests instability, with a negative slope indicating potential worsening over time."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,phi4-llm,ai,raw,healed_transient,healed_transient_001,20260621,PASS,FAIL,20.0,0,6.19,800,110,stop,,,"The canary shows increased request duration with higher mean (0.287 vs 0.200) and variance compared to control, indicating instability. Tail metrics are also worse in the canary."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,gated,healed_transient,healed_transient_001,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,or,healed_transient,healed_transient_001,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,and,healed_transient,healed_transient_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,olmo2-llm,ai,summary,healed_transient,healed_transient_001,20260621,PASS,FAIL,20.0,0,5.35,597,115,stop,,,"Increased variance and higher p90/p95/p99/max with an upward trend suggest the canary is unstable compared to the control, indicating potential issues that could affect production performance."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,olmo2-llm,ai,raw,healed_transient,healed_transient_001,20260621,PASS,FAIL,40.0,0,3.59,798,129,stop,,,"The canary exhibits higher variance and a poor tail in the 'http_request_duration_seconds_g0011' metric, suggesting instability and potential performance issues not present in the control."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,gated,healed_transient,healed_transient_001,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,or,healed_transient,healed_transient_001,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,and,healed_transient,healed_transient_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,mistral-nemo-llm,ai,summary,healed_transient,healed_transient_001,20260621,PASS,FAIL,45.0,0,12.22,670,99,stop,,,Canary shows increased latency and instability compared to control.
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,mistral-nemo-llm,ai,raw,healed_transient,healed_transient_001,20260621,PASS,FAIL,35.0,0,4.93,941,105,stop,,,"Canary has higher max value (0.3188 vs 0.2176) and larger spread, indicating instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,gated,healed_transient,healed_transient_001,20260621,PASS,FAIL,45.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,or,healed_transient,healed_transient_001,20260621,PASS,FAIL,45.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,and,healed_transient,healed_transient_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,deepseek-r1-llm,ai,summary,healed_transient,healed_transient_001,20260621,PASS,FAIL,25.0,0,14.41,645,585,stop,,,"The canary shows material instability with a higher standard deviation, increased max value, and an emerging upward trend in the metric. This indicates it is not safe to promote."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,deepseek-r1-llm,ai,raw,healed_transient,healed_transient_001,20260621,PASS,FAIL,25.0,0,11.99,922,566,stop,,,"The experiment shows much higher and more variable request durations compared to control, indicating instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,gated,healed_transient,healed_transient_001,20260621,PASS,FAIL,25.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,or,healed_transient,healed_transient_001,20260621,PASS,FAIL,25.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,and,healed_transient,healed_transient_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,moondream-vlm,ai,plot,healed_transient,healed_transient_001,20260621,PASS,FAIL,70.0,0,2.52,1461,75,stop,,,<= 60 words
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,gated,healed_transient,healed_transient_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,or,healed_transient,healed_transient_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,and,healed_transient,healed_transient_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,granite-vision-vlm,ai,plot,healed_transient,healed_transient_001,20260621,PASS,FAIL,50.0,0,7.09,3654,164,stop,,,"The canary shows a marginal improvement over the control, with a lower median and less spread in the data. However, there is still room for improvement as the p90/p95/p99/max values are higher than th"
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,gated,healed_transient,healed_transient_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,or,healed_transient,healed_transient_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,and,healed_transient,healed_transient_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,minicpm-v-vlm,ai,plot,healed_transient,healed_transient_001,20260621,PASS,FAIL,25.0,0,7.63,920,102,stop,,,"The canary shows a significantly worse performance compared to the control, with much greater variability in request durations. This indicates instability and potential issues that could affect user e"
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,gated,healed_transient,healed_transient_001,20260621,PASS,FAIL,25.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,or,healed_transient,healed_transient_001,20260621,PASS,FAIL,25.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,and,healed_transient,healed_transient_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,-,statistical,,healed_transient,healed_transient_002,20260621,PASS,PASS,100.0,1,0.05,,,,,,
