scenario,family,seed,judge,model,y_true,y_pred,score,correct,latency,error,note
variance_increase_000,variance_increase,1,hybrid:and,moondream-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Pass;statistical
variance_increase_000,variance_increase,1,ai:plot,granite-vision-vlm,FAIL,FAIL,50.0,1,6.5,,
variance_increase_000,variance_increase,1,hybrid:gated,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical
variance_increase_000,variance_increase,1,hybrid:or,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;both
variance_increase_000,variance_increase,1,hybrid:and,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical
variance_increase_000,variance_increase,1,ai:plot,minicpm-v-vlm,FAIL,FAIL,25.0,1,7.25,,
variance_increase_000,variance_increase,1,hybrid:gated,minicpm-v-vlm,FAIL,FAIL,25.0,1,0.0,,ai=plot/Fail;ai
variance_increase_000,variance_increase,1,hybrid:or,minicpm-v-vlm,FAIL,FAIL,25.0,1,0.0,,ai=plot/Fail;ai
variance_increase_000,variance_increase,1,hybrid:and,minicpm-v-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Fail;statistical
variance_increase_001,variance_increase,1,statistical,-,FAIL,PASS,100.0,0,0.04,,
variance_increase_001,variance_increase,1,ai:summary,qwen-llm,FAIL,FAIL,25.0,1,5.36,,
variance_increase_001,variance_increase,1,ai:raw,qwen-llm,FAIL,FAIL,25.0,1,2.93,,
variance_increase_001,variance_increase,1,hybrid:gated,qwen-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
variance_increase_001,variance_increase,1,hybrid:or,qwen-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
variance_increase_001,variance_increase,1,hybrid:and,qwen-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_001,variance_increase,1,ai:summary,phi4-llm,FAIL,FAIL,20.0,1,9.85,,
variance_increase_001,variance_increase,1,ai:raw,phi4-llm,FAIL,FAIL,65.0,1,5.88,,
variance_increase_001,variance_increase,1,hybrid:gated,phi4-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_001,variance_increase,1,hybrid:or,phi4-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_001,variance_increase,1,hybrid:and,phi4-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_001,variance_increase,1,ai:summary,olmo2-llm,FAIL,FAIL,20.0,1,5.01,,
variance_increase_001,variance_increase,1,ai:raw,olmo2-llm,FAIL,FAIL,40.0,1,3.18,,
variance_increase_001,variance_increase,1,hybrid:gated,olmo2-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_001,variance_increase,1,hybrid:or,olmo2-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_001,variance_increase,1,hybrid:and,olmo2-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_001,variance_increase,1,ai:summary,mistral-nemo-llm,FAIL,FAIL,45.0,1,11.83,,
variance_increase_001,variance_increase,1,ai:raw,mistral-nemo-llm,FAIL,FAIL,35.0,1,4.65,,
variance_increase_001,variance_increase,1,hybrid:gated,mistral-nemo-llm,FAIL,FAIL,45.0,1,0.0,,ai=summary/Fail;ai
variance_increase_001,variance_increase,1,hybrid:or,mistral-nemo-llm,FAIL,FAIL,45.0,1,0.0,,ai=summary/Fail;ai
variance_increase_001,variance_increase,1,hybrid:and,mistral-nemo-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_001,variance_increase,1,ai:summary,deepseek-r1-llm,FAIL,FAIL,60.0,1,13.17,,
variance_increase_001,variance_increase,1,ai:raw,deepseek-r1-llm,FAIL,FAIL,50.0,1,10.06,,
variance_increase_001,variance_increase,1,hybrid:gated,deepseek-r1-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical
variance_increase_001,variance_increase,1,hybrid:or,deepseek-r1-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Marginal;both
variance_increase_001,variance_increase,1,hybrid:and,deepseek-r1-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical
variance_increase_001,variance_increase,1,ai:plot,moondream-vlm,FAIL,FAIL,70.0,1,2.54,,
variance_increase_001,variance_increase,1,hybrid:gated,moondream-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical
variance_increase_001,variance_increase,1,hybrid:or,moondream-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;both
variance_increase_001,variance_increase,1,hybrid:and,moondream-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical
variance_increase_001,variance_increase,1,ai:plot,granite-vision-vlm,FAIL,FAIL,50.0,1,6.5,,
variance_increase_001,variance_increase,1,hybrid:gated,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical
variance_increase_001,variance_increase,1,hybrid:or,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;both
variance_increase_001,variance_increase,1,hybrid:and,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical
variance_increase_001,variance_increase,1,ai:plot,minicpm-v-vlm,FAIL,FAIL,25.0,1,7.73,,
variance_increase_001,variance_increase,1,hybrid:gated,minicpm-v-vlm,FAIL,FAIL,25.0,1,0.0,,ai=plot/Fail;ai
variance_increase_001,variance_increase,1,hybrid:or,minicpm-v-vlm,FAIL,FAIL,25.0,1,0.0,,ai=plot/Fail;ai
variance_increase_001,variance_increase,1,hybrid:and,minicpm-v-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Fail;statistical
variance_increase_002,variance_increase,1,statistical,-,FAIL,PASS,100.0,0,0.04,,
variance_increase_002,variance_increase,1,ai:summary,qwen-llm,FAIL,FAIL,25.0,1,5.28,,
variance_increase_002,variance_increase,1,ai:raw,qwen-llm,FAIL,FAIL,25.0,1,2.88,,
variance_increase_002,variance_increase,1,hybrid:gated,qwen-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
variance_increase_002,variance_increase,1,hybrid:or,qwen-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
variance_increase_002,variance_increase,1,hybrid:and,qwen-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_002,variance_increase,1,ai:summary,phi4-llm,FAIL,FAIL,20.0,1,9.7,,
variance_increase_002,variance_increase,1,ai:raw,phi4-llm,FAIL,FAIL,35.0,1,5.89,,
variance_increase_002,variance_increase,1,hybrid:gated,phi4-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_002,variance_increase,1,hybrid:or,phi4-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_002,variance_increase,1,hybrid:and,phi4-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_002,variance_increase,1,ai:summary,olmo2-llm,FAIL,FAIL,20.0,1,5.36,,
variance_increase_002,variance_increase,1,ai:raw,olmo2-llm,FAIL,FAIL,40.0,1,3.26,,
variance_increase_002,variance_increase,1,hybrid:gated,olmo2-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_002,variance_increase,1,hybrid:or,olmo2-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_002,variance_increase,1,hybrid:and,olmo2-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_002,variance_increase,1,ai:summary,mistral-nemo-llm,FAIL,FAIL,45.0,1,11.98,,
variance_increase_002,variance_increase,1,ai:raw,mistral-nemo-llm,FAIL,FAIL,35.0,1,5.15,,
variance_increase_002,variance_increase,1,hybrid:gated,mistral-nemo-llm,FAIL,FAIL,45.0,1,0.0,,ai=summary/Fail;ai
variance_increase_002,variance_increase,1,hybrid:or,mistral-nemo-llm,FAIL,FAIL,45.0,1,0.0,,ai=summary/Fail;ai
variance_increase_002,variance_increase,1,hybrid:and,mistral-nemo-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_002,variance_increase,1,ai:summary,deepseek-r1-llm,FAIL,FAIL,25.0,1,16.73,,
variance_increase_002,variance_increase,1,ai:raw,deepseek-r1-llm,FAIL,FAIL,25.0,1,13.74,,
variance_increase_002,variance_increase,1,hybrid:gated,deepseek-r1-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
variance_increase_002,variance_increase,1,hybrid:or,deepseek-r1-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
variance_increase_002,variance_increase,1,hybrid:and,deepseek-r1-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_002,variance_increase,1,ai:plot,moondream-vlm,FAIL,FAIL,70.0,1,2.53,,
variance_increase_002,variance_increase,1,hybrid:gated,moondream-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical
variance_increase_002,variance_increase,1,hybrid:or,moondream-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;both
variance_increase_002,variance_increase,1,hybrid:and,moondream-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical
variance_increase_002,variance_increase,1,ai:plot,granite-vision-vlm,FAIL,FAIL,50.0,1,6.5,,
variance_increase_002,variance_increase,1,hybrid:gated,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical
variance_increase_002,variance_increase,1,hybrid:or,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;both
variance_increase_002,variance_increase,1,hybrid:and,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical
variance_increase_002,variance_increase,1,ai:plot,minicpm-v-vlm,FAIL,FAIL,25.0,1,7.83,,
variance_increase_002,variance_increase,1,hybrid:gated,minicpm-v-vlm,FAIL,FAIL,25.0,1,0.0,,ai=plot/Fail;ai
variance_increase_002,variance_increase,1,hybrid:or,minicpm-v-vlm,FAIL,FAIL,25.0,1,0.0,,ai=plot/Fail;ai
variance_increase_002,variance_increase,1,hybrid:and,minicpm-v-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Fail;statistical
variance_increase_003,variance_increase,1,statistical,-,FAIL,PASS,100.0,0,0.03,,
variance_increase_003,variance_increase,1,ai:summary,qwen-llm,FAIL,FAIL,25.0,1,5.38,,
variance_increase_003,variance_increase,1,ai:raw,qwen-llm,FAIL,FAIL,25.0,1,2.84,,
variance_increase_003,variance_increase,1,hybrid:gated,qwen-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
variance_increase_003,variance_increase,1,hybrid:or,qwen-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
variance_increase_003,variance_increase,1,hybrid:and,qwen-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_003,variance_increase,1,ai:summary,phi4-llm,FAIL,FAIL,20.0,1,9.69,,
variance_increase_003,variance_increase,1,ai:raw,phi4-llm,FAIL,FAIL,65.0,1,6.4,,
variance_increase_003,variance_increase,1,hybrid:gated,phi4-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_003,variance_increase,1,hybrid:or,phi4-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_003,variance_increase,1,hybrid:and,phi4-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_003,variance_increase,1,ai:summary,olmo2-llm,FAIL,FAIL,20.0,1,5.72,,
variance_increase_003,variance_increase,1,ai:raw,olmo2-llm,FAIL,FAIL,40.0,1,2.99,,
variance_increase_003,variance_increase,1,hybrid:gated,olmo2-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_003,variance_increase,1,hybrid:or,olmo2-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_003,variance_increase,1,hybrid:and,olmo2-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_003,variance_increase,1,ai:summary,mistral-nemo-llm,FAIL,FAIL,45.0,1,12.0,,
variance_increase_003,variance_increase,1,ai:raw,mistral-nemo-llm,FAIL,FAIL,35.0,1,4.57,,
variance_increase_003,variance_increase,1,hybrid:gated,mistral-nemo-llm,FAIL,FAIL,45.0,1,0.0,,ai=summary/Fail;ai
variance_increase_003,variance_increase,1,hybrid:or,mistral-nemo-llm,FAIL,FAIL,45.0,1,0.0,,ai=summary/Fail;ai
variance_increase_003,variance_increase,1,hybrid:and,mistral-nemo-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_003,variance_increase,1,ai:summary,deepseek-r1-llm,FAIL,FAIL,25.0,1,17.27,,
variance_increase_003,variance_increase,1,ai:raw,deepseek-r1-llm,FAIL,FAIL,25.0,1,11.15,,
variance_increase_003,variance_increase,1,hybrid:gated,deepseek-r1-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
variance_increase_003,variance_increase,1,hybrid:or,deepseek-r1-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
variance_increase_003,variance_increase,1,hybrid:and,deepseek-r1-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_003,variance_increase,1,ai:plot,moondream-vlm,FAIL,PASS,100.0,0,2.48,,
variance_increase_003,variance_increase,1,hybrid:gated,moondream-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Pass;statistical
variance_increase_003,variance_increase,1,hybrid:or,moondream-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Pass;both
variance_increase_003,variance_increase,1,hybrid:and,moondream-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Pass;statistical
variance_increase_003,variance_increase,1,ai:plot,granite-vision-vlm,FAIL,FAIL,50.0,1,6.5,,
variance_increase_003,variance_increase,1,hybrid:gated,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical
variance_increase_003,variance_increase,1,hybrid:or,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;both
variance_increase_003,variance_increase,1,hybrid:and,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical
variance_increase_003,variance_increase,1,ai:plot,minicpm-v-vlm,FAIL,FAIL,25.0,1,7.76,,
variance_increase_003,variance_increase,1,hybrid:gated,minicpm-v-vlm,FAIL,FAIL,25.0,1,0.0,,ai=plot/Fail;ai
variance_increase_003,variance_increase,1,hybrid:or,minicpm-v-vlm,FAIL,FAIL,25.0,1,0.0,,ai=plot/Fail;ai
variance_increase_003,variance_increase,1,hybrid:and,minicpm-v-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Fail;statistical
variance_increase_004,variance_increase,1,statistical,-,FAIL,PASS,100.0,0,0.04,,
variance_increase_004,variance_increase,1,ai:summary,qwen-llm,FAIL,FAIL,25.0,1,5.32,,
variance_increase_004,variance_increase,1,ai:raw,qwen-llm,FAIL,FAIL,35.0,1,2.94,,
variance_increase_004,variance_increase,1,hybrid:gated,qwen-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
variance_increase_004,variance_increase,1,hybrid:or,qwen-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
variance_increase_004,variance_increase,1,hybrid:and,qwen-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_004,variance_increase,1,ai:summary,phi4-llm,FAIL,FAIL,20.0,1,10.09,,
variance_increase_004,variance_increase,1,ai:raw,phi4-llm,FAIL,FAIL,65.0,1,5.98,,
variance_increase_004,variance_increase,1,hybrid:gated,phi4-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_004,variance_increase,1,hybrid:or,phi4-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_004,variance_increase,1,hybrid:and,phi4-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_004,variance_increase,1,ai:summary,olmo2-llm,FAIL,FAIL,20.0,1,5.15,,
variance_increase_004,variance_increase,1,ai:raw,olmo2-llm,FAIL,FAIL,40.0,1,3.18,,
variance_increase_004,variance_increase,1,hybrid:gated,olmo2-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_004,variance_increase,1,hybrid:or,olmo2-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
variance_increase_004,variance_increase,1,hybrid:and,olmo2-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_004,variance_increase,1,ai:summary,mistral-nemo-llm,FAIL,FAIL,45.0,1,11.69,,
variance_increase_004,variance_increase,1,ai:raw,mistral-nemo-llm,FAIL,FAIL,35.0,1,6.0,,
variance_increase_004,variance_increase,1,hybrid:gated,mistral-nemo-llm,FAIL,FAIL,45.0,1,0.0,,ai=summary/Fail;ai
variance_increase_004,variance_increase,1,hybrid:or,mistral-nemo-llm,FAIL,FAIL,45.0,1,0.0,,ai=summary/Fail;ai
variance_increase_004,variance_increase,1,hybrid:and,mistral-nemo-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_004,variance_increase,1,ai:summary,deepseek-r1-llm,FAIL,FAIL,25.0,1,14.81,,
variance_increase_004,variance_increase,1,ai:raw,deepseek-r1-llm,FAIL,FAIL,25.0,1,10.44,,
variance_increase_004,variance_increase,1,hybrid:gated,deepseek-r1-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
variance_increase_004,variance_increase,1,hybrid:or,deepseek-r1-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
variance_increase_004,variance_increase,1,hybrid:and,deepseek-r1-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
variance_increase_004,variance_increase,1,ai:plot,moondream-vlm,FAIL,FAIL,0.8,1,2.58,,
variance_increase_004,variance_increase,1,hybrid:gated,moondream-vlm,FAIL,FAIL,0.8,1,0.0,,ai=plot/Fail;ai
variance_increase_004,variance_increase,1,hybrid:or,moondream-vlm,FAIL,FAIL,0.8,1,0.0,,ai=plot/Fail;ai
variance_increase_004,variance_increase,1,hybrid:and,moondream-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Fail;statistical
variance_increase_004,variance_increase,1,ai:plot,granite-vision-vlm,FAIL,FAIL,50.0,1,6.49,,
variance_increase_004,variance_increase,1,hybrid:gated,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical
variance_increase_004,variance_increase,1,hybrid:or,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;both
variance_increase_004,variance_increase,1,hybrid:and,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical
variance_increase_004,variance_increase,1,ai:plot,minicpm-v-vlm,FAIL,FAIL,25.0,1,7.47,,
variance_increase_004,variance_increase,1,hybrid:gated,minicpm-v-vlm,FAIL,FAIL,25.0,1,0.0,,ai=plot/Fail;ai
variance_increase_004,variance_increase,1,hybrid:or,minicpm-v-vlm,FAIL,FAIL,25.0,1,0.0,,ai=plot/Fail;ai
variance_increase_004,variance_increase,1,hybrid:and,minicpm-v-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Fail;statistical
tail_regression_000,tail_regression,1,statistical,-,FAIL,PASS,100.0,0,0.03,,
tail_regression_000,tail_regression,1,ai:summary,qwen-llm,FAIL,FAIL,25.0,1,5.18,,
tail_regression_000,tail_regression,1,ai:raw,qwen-llm,FAIL,FAIL,35.0,1,2.85,,
tail_regression_000,tail_regression,1,hybrid:gated,qwen-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
tail_regression_000,tail_regression,1,hybrid:or,qwen-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
tail_regression_000,tail_regression,1,hybrid:and,qwen-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
tail_regression_000,tail_regression,1,ai:summary,phi4-llm,FAIL,FAIL,20.0,1,9.73,,
tail_regression_000,tail_regression,1,ai:raw,phi4-llm,FAIL,FAIL,20.0,1,5.84,,
tail_regression_000,tail_regression,1,hybrid:gated,phi4-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
tail_regression_000,tail_regression,1,hybrid:or,phi4-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
tail_regression_000,tail_regression,1,hybrid:and,phi4-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
tail_regression_000,tail_regression,1,ai:summary,olmo2-llm,FAIL,FAIL,20.0,1,5.24,,
tail_regression_000,tail_regression,1,ai:raw,olmo2-llm,FAIL,FAIL,45.0,1,3.05,,
tail_regression_000,tail_regression,1,hybrid:gated,olmo2-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
tail_regression_000,tail_regression,1,hybrid:or,olmo2-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
tail_regression_000,tail_regression,1,hybrid:and,olmo2-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
tail_regression_000,tail_regression,1,ai:summary,mistral-nemo-llm,FAIL,FAIL,45.0,1,11.91,,
tail_regression_000,tail_regression,1,ai:raw,mistral-nemo-llm,FAIL,FAIL,45.0,1,4.73,,
tail_regression_000,tail_regression,1,hybrid:gated,mistral-nemo-llm,FAIL,FAIL,45.0,1,0.0,,ai=summary/Fail;ai
tail_regression_000,tail_regression,1,hybrid:or,mistral-nemo-llm,FAIL,FAIL,45.0,1,0.0,,ai=summary/Fail;ai
tail_regression_000,tail_regression,1,hybrid:and,mistral-nemo-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
tail_regression_000,tail_regression,1,ai:summary,deepseek-r1-llm,FAIL,FAIL,25.0,1,15.76,,
tail_regression_000,tail_regression,1,ai:raw,deepseek-r1-llm,FAIL,FAIL,25.0,1,8.64,,
tail_regression_000,tail_regression,1,hybrid:gated,deepseek-r1-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
tail_regression_000,tail_regression,1,hybrid:or,deepseek-r1-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
tail_regression_000,tail_regression,1,hybrid:and,deepseek-r1-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
tail_regression_000,tail_regression,1,ai:plot,moondream-vlm,FAIL,FAIL,0.5,1,2.55,,
tail_regression_000,tail_regression,1,hybrid:gated,moondream-vlm,FAIL,FAIL,0.5,1,0.0,,ai=plot/Fail;ai
tail_regression_000,tail_regression,1,hybrid:or,moondream-vlm,FAIL,FAIL,0.5,1,0.0,,ai=plot/Fail;ai
tail_regression_000,tail_regression,1,hybrid:and,moondream-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Fail;statistical
tail_regression_000,tail_regression,1,ai:plot,granite-vision-vlm,FAIL,FAIL,25.0,1,6.81,,
tail_regression_000,tail_regression,1,hybrid:gated,granite-vision-vlm,FAIL,FAIL,25.0,1,0.0,,ai=plot/Fail;ai
tail_regression_000,tail_regression,1,hybrid:or,granite-vision-vlm,FAIL,FAIL,25.0,1,0.0,,ai=plot/Fail;ai
tail_regression_000,tail_regression,1,hybrid:and,granite-vision-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Fail;statistical
tail_regression_000,tail_regression,1,ai:plot,minicpm-v-vlm,FAIL,FAIL,25.0,1,7.2,,
tail_regression_000,tail_regression,1,hybrid:gated,minicpm-v-vlm,FAIL,FAIL,25.0,1,0.0,,ai=plot/Fail;ai
tail_regression_000,tail_regression,1,hybrid:or,minicpm-v-vlm,FAIL,FAIL,25.0,1,0.0,,ai=plot/Fail;ai
tail_regression_000,tail_regression,1,hybrid:and,minicpm-v-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Fail;statistical
tail_regression_001,tail_regression,1,statistical,-,FAIL,PASS,100.0,0,0.04,,
tail_regression_001,tail_regression,1,ai:summary,qwen-llm,FAIL,FAIL,25.0,1,5.2,,
tail_regression_001,tail_regression,1,ai:raw,qwen-llm,FAIL,FAIL,35.0,1,2.87,,
tail_regression_001,tail_regression,1,hybrid:gated,qwen-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
tail_regression_001,tail_regression,1,hybrid:or,qwen-llm,FAIL,FAIL,25.0,1,0.0,,ai=summary/Fail;ai
tail_regression_001,tail_regression,1,hybrid:and,qwen-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
tail_regression_001,tail_regression,1,ai:summary,phi4-llm,FAIL,FAIL,20.0,1,9.85,,
tail_regression_001,tail_regression,1,ai:raw,phi4-llm,FAIL,FAIL,65.0,1,5.88,,
tail_regression_001,tail_regression,1,hybrid:gated,phi4-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
tail_regression_001,tail_regression,1,hybrid:or,phi4-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
tail_regression_001,tail_regression,1,hybrid:and,phi4-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
tail_regression_001,tail_regression,1,ai:summary,olmo2-llm,FAIL,FAIL,20.0,1,5.14,,
tail_regression_001,tail_regression,1,ai:raw,olmo2-llm,FAIL,FAIL,40.0,1,3.14,,
tail_regression_001,tail_regression,1,hybrid:gated,olmo2-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
tail_regression_001,tail_regression,1,hybrid:or,olmo2-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
tail_regression_001,tail_regression,1,hybrid:and,olmo2-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
tail_regression_001,tail_regression,1,ai:summary,mistral-nemo-llm,FAIL,FAIL,45.0,1,12.02,,
tail_regression_001,tail_regression,1,ai:raw,mistral-nemo-llm,FAIL,FAIL,35.0,1,4.65,,
tail_regression_001,tail_regression,1,hybrid:gated,mistral-nemo-llm,FAIL,FAIL,45.0,1,0.0,,ai=summary/Fail;ai
tail_regression_001,tail_regression,1,hybrid:or,mistral-nemo-llm,FAIL,FAIL,45.0,1,0.0,,ai=summary/Fail;ai
tail_regression_001,tail_regression,1,hybrid:and,mistral-nemo-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
tail_regression_001,tail_regression,1,ai:summary,deepseek-r1-llm,FAIL,FAIL,20.0,1,18.09,,
tail_regression_001,tail_regression,1,ai:raw,deepseek-r1-llm,FAIL,FAIL,25.0,1,9.77,,
tail_regression_001,tail_regression,1,hybrid:gated,deepseek-r1-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
tail_regression_001,tail_regression,1,hybrid:or,deepseek-r1-llm,FAIL,FAIL,20.0,1,0.0,,ai=summary/Fail;ai
tail_regression_001,tail_regression,1,hybrid:and,deepseek-r1-llm,FAIL,PASS,100.0,0,0.0,,ai=summary/Fail;statistical
tail_regression_001,tail_regression,1,ai:plot,moondream-vlm,FAIL,PASS,100.0,0,2.46,,
tail_regression_001,tail_regression,1,hybrid:gated,moondream-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Pass;statistical
tail_regression_001,tail_regression,1,hybrid:or,moondream-vlm,FAIL,PASS,100.0,0,0.0,,ai=plot/Pass;both
