scenario,family,truth,judge,kind,rep_or_policy,model,verdict,score,correct,latency,error,note,rationale
healed_transient_007,healed_transient,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
healed_transient_007,healed_transient,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_008,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.02,,,
healed_transient_008,healed_transient,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,20.0,0,5.78,,live,"Canary latency is materially worse: mean up 36%, tail latencies (p90-p99) roughly 65% higher, and variance ~9x greater signaling instability. Though slope trends slightly downward, the elevated tail a"
healed_transient_008,healed_transient,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,55.0,0,11.02,,live,"Canary opens with sustained ~70% higher latency (p95/max ~0.355 vs ~0.216) for the first half of samples before converging to baseline. This shows a real early degradation and elevated tail/variance, "
healed_transient_008,healed_transient,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,35.0,0,5.93,,live,"Canary latency was materially worse for most of the window (~0.35s vs 0.20s) with far higher spread and tail. Though the negative slope shows convergence to control by the end, sustained elevated late"
healed_transient_008,healed_transient,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,35.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_008,healed_transient,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,35.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_008,healed_transient,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_009,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.04,,,
healed_transient_009,healed_transient,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,15.0,0,6.04,,live,"Canary latency is materially worse: mean up ~47%, p99 nearly doubled, and variance is ~10x higher indicating instability. Negative slope only reflects settling from elevated levels, not health. Not sa"
healed_transient_009,healed_transient,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,30.0,0,10.4,,live,"Canary begins with sustained latency ~2x control (0.37-0.39s vs ~0.20s) before recovering to baseline. This indicates a large latency regression, elevated tail, and significant instability, despite co"
healed_transient_009,healed_transient,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,40.0,0,5.56,,live,"Canary latency was materially elevated (~2x) with worse tails and high variance for the first ~half of the window before converging to control. Negative slope shows recovery, but the significant early"
healed_transient_009,healed_transient,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,40.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_009,healed_transient,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,40.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_009,healed_transient,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_010,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
healed_transient_010,healed_transient,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,20.0,0,6.36,,live,"Canary latency is materially degraded: mean up ~30%, tail (p90/p95/p99) and max substantially worse, and variance ~7x higher signaling instability. Despite a mildly negative slope, the elevated spread"
healed_transient_010,healed_transient,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,35.0,0,4.81,,live,"Canary showed a sustained latency spike (~0.32s vs baseline ~0.20s) across the first half of samples, with worse tail and higher spread. Although it recovered later, the material regression over a sig"
healed_transient_010,healed_transient,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,38.0,0,13.04,,live,"Canary latency was materially elevated (mean +30%, p95 0.327 vs 0.211) with much higher variance for over half the window. Although a strong negative slope shows it converging to control by the end, t"
healed_transient_010,healed_transient,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,38.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_010,healed_transient,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,38.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_010,healed_transient,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_011,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
healed_transient_011,healed_transient,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,12.0,0,5.74,,live,"Canary latency is materially worse: mean up 54%, p95/p99 nearly doubled, and variance is ~12x higher signaling severe instability. Negative slope does not offset the elevated tail and spread. Not safe"
healed_transient_011,healed_transient,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,25.0,0,8.68,,live,"Canary latency nearly doubled for the first ~16 samples (~0.38s vs ~0.20s baseline), with a much worse tail and high variance before trending back down. Despite recovery, the sustained elevated latenc"
healed_transient_011,healed_transient,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,25.0,0,10.49,,live,"Canary latency was ~2x control for the first half of the window with elevated tails and far higher variance. Although it converged to baseline levels later (negative slope), the sustained early degrad"
healed_transient_011,healed_transient,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_011,healed_transient,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_011,healed_transient,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_012,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.04,,,
healed_transient_012,healed_transient,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,15.0,0,5.71,,live,"Canary latency is materially worse: mean up ~42%, p90/p95/p99 and max all significantly elevated, and variance ~9x higher indicating severe instability. Negative slope offers minor improvement but doe"
healed_transient_012,healed_transient,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,30.0,0,5.63,,live,"Canary latency began ~70% above control (~0.34s vs ~0.20s) with a worse tail, indicating a clear early regression. Although values decline to baseline by the end, the sustained elevated period and hig"
healed_transient_012,healed_transient,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,30.0,0,6.28,,live,"Canary latency was materially elevated (mean +42%, p99 0.36 vs 0.21) with much higher variance. Although the negative slope shows recovery toward control by the end, sustained early degradation and in"
healed_transient_012,healed_transient,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,30.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_012,healed_transient,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,30.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_012,healed_transient,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_013,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.02,,,
healed_transient_013,healed_transient,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,18.0,0,8.93,,live,"Canary shows materially higher latency across mean, median, and tail percentiles, plus ~6x greater variance signaling instability. This clear regression on a latency metric warrants a fail verdict."
healed_transient_013,healed_transient,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,30.0,0,5.39,,live,"Canary latency starts ~50% above control (0.30s vs 0.20s) with degraded tail and high variance, only converging toward baseline in later samples. This sustained early regression and instability indica"
healed_transient_013,healed_transient,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,40.0,0,9.53,,live,"Canary latency is materially worse: mean +31%, tail p90/p95/p99 elevated, and stddev ~6x control indicating instability. Although it converges toward control late in the window (negative slope), susta"
healed_transient_013,healed_transient,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,40.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_013,healed_transient,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,40.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_013,healed_transient,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_014,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.02,,,
healed_transient_014,healed_transient,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,15.0,0,10.36,,live,"Canary latency is materially worse: mean up 50%, median and all tail percentiles substantially elevated, and variance ~10x higher indicating flapping. Although slope is negative, absolute latency and "
healed_transient_014,healed_transient,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,35.0,0,7.16,,live,Canary exhibited a large latency regression (~0.38s vs ~0.20s baseline) for roughly the first half of samples before decaying back to baseline. Worse tail and clear degraded segment indicate instabili
healed_transient_014,healed_transient,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,45.0,0,5.15,,live,"Canary latency ran ~2x control for the first ~20 samples (p99 0.388 vs 0.217) with much higher variance before recovering to parity. The negative slope shows improvement, but the elevated mean and uns"
healed_transient_014,healed_transient,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,45.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_014,healed_transient,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,45.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_014,healed_transient,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_015,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.02,,,
healed_transient_015,healed_transient,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,20.0,0,4.75,,live,"Canary latency degraded materially: mean up 35%, p90/p95/p99 and max all significantly worse, and stddev ~7x higher indicating unstable/flapping behavior. Negative slope offers no relief given the ele"
healed_transient_015,healed_transient,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,30.0,0,11.39,,live,Canary latency began ~65% above control (peaking ~0.346 vs ~0.20 baseline) with a much worse tail before decaying back to baseline midway. This elevated latency period and instability represent a clea
healed_transient_015,healed_transient,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,30.0,0,5.85,,live,"Canary shows materially higher latency mean (+35%), degraded tail, and much larger variance. Although a downward slope indicates recovery toward control near the end, the sustained elevated latency an"
healed_transient_015,healed_transient,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,30.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_015,healed_transient,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,30.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_015,healed_transient,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_016,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.02,,,
healed_transient_016,healed_transient,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,20.0,0,5.08,,live,"Canary latency is substantially degraded: mean up 33%, tail latencies (p90-p99) elevated, and variance roughly 6x control indicating instability. Negative slope offers little comfort given the severel"
healed_transient_016,healed_transient,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,30.0,0,7.14,,live,"Canary latency spiked ~60% above control for the first half of the window (peaks ~0.335 vs ~0.20 baseline), showing a materially worse tail and unstable behavior before recovering. The sustained eleva"
healed_transient_016,healed_transient,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,30.0,0,9.69,,live,"Canary latency ran materially higher (~50% worse) for the first two-thirds of the window with a worse tail and ~6x spread. Though it recovered to control levels late, overall mean and tail regressions"
healed_transient_016,healed_transient,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,30.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_016,healed_transient,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,30.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_016,healed_transient,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_017,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.04,,,
healed_transient_017,healed_transient,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,20.0,0,5.26,,live,"Canary latency is materially worse: mean up 33%, tail latencies (p90/p95/p99) roughly 50% higher, and variance ~6x larger showing instability. Despite negative slope, the elevated tail and spread make"
healed_transient_017,healed_transient,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,30.0,0,5.66,,live,"Canary latency was ~50% higher than baseline through the first ~19 samples with elevated variance and worse tail values, before recovering to baseline levels. This regression and instability indicates"
healed_transient_017,healed_transient,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,28.0,0,9.52,,live,"Canary latency is materially worse: mean up 33%, p90/p95/p99 and max all elevated, and stddev nearly 6x control indicating instability. Although recent slope is negative and values are converging towa"
healed_transient_017,healed_transient,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,28.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_017,healed_transient,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,28.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_017,healed_transient,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_018,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.04,,,
healed_transient_018,healed_transient,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,20.0,0,10.13,,live,"Canary latency is substantially worse: mean up 36%, median 0.304 vs 0.199, and all tail percentiles elevated. Variance is roughly 7x higher, signaling instability despite a slightly negative slope. No"
healed_transient_018,healed_transient,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,30.0,0,9.12,,live,"Canary latency was materially elevated (~0.30-0.33s vs control ~0.20s) for the majority of samples with a worse tail and higher spread, only converging toward baseline late in the window. This represe"
healed_transient_018,healed_transient,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,30.0,0,6.79,,live,"Canary latency ran ~60% above control for the first ~20 samples with much higher variance and worse tail percentiles. Although a downward slope brings it toward parity by the end, the sustained elevat"
healed_transient_018,healed_transient,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,30.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_018,healed_transient,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,30.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_018,healed_transient,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_019,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.04,,,
healed_transient_019,healed_transient,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,20.0,0,8.91,,live,"Canary latency is materially worse: mean up 38%, p90/p95/p99 nearly 70% higher, and variance ~10x greater indicating instability. Negative slope offers slight recovery but overall tail and spread degr"
healed_transient_019,healed_transient,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,30.0,0,7.08,,live,"Canary shows a sustained latency elevation (~0.33-0.36s vs ~0.20s baseline) across the first half of samples, roughly 70% worse with a much higher tail, before recovering. This early regression and in"
healed_transient_019,healed_transient,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,35.0,0,5.77,,live,"Canary latency was materially elevated (mean +38%, p99 0.36 vs 0.21) with far higher variance for the first half of the window before converging to control. The prolonged elevated period and instabili"
healed_transient_019,healed_transient,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,35.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_019,healed_transient,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,35.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_019,healed_transient,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
clean_mean_shift_000,clean_mean_shift,FAIL,statistical,statistical,,-,FAIL,0.0,1,0.02,,,
clean_mean_shift_000,clean_mean_shift,FAIL,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,15.0,1,5.56,,live,"Canary latency is uniformly ~34% higher than control across mean, median, and p90/p95/p99/max. Variance and slope are comparable, so it's stable but consistently degraded. This is a clear, significant"
clean_mean_shift_000,clean_mean_shift,FAIL,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,8.0,1,8.44,,live,Canary shows a substantial and consistent latency increase (~35%) across all samples with no distributional overlap versus control. Both median and tail are clearly worse. Not safe to promote.
clean_mean_shift_000,clean_mean_shift,FAIL,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,15.0,1,5.37,,live,"Canary latency is uniformly ~34% higher than control with no distribution overlap, including worse p90/p95/p99 and max. Variance is comparable and slope stable, but the sustained elevated latency is a"
clean_mean_shift_000,clean_mean_shift,FAIL,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;statistical,
clean_mean_shift_000,clean_mean_shift,FAIL,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_000,clean_mean_shift,FAIL,hybrid:and,hybrid,and,claude-opus-4-8-vlm,FAIL,15.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_001,clean_mean_shift,FAIL,statistical,statistical,,-,FAIL,0.0,1,0.03,,,
clean_mean_shift_001,clean_mean_shift,FAIL,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,15.0,1,5.52,,live,"Canary latency is materially worse: mean up 30%, median and p90/p95/p99/max all shifted higher, and slope turned positive (worsening) versus control's negative slope. Consistent regression across the "
clean_mean_shift_001,clean_mean_shift,FAIL,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,10.0,1,5.96,,live,"Canary latency is materially higher across all samples, with a worse tail and no distributional overlap versus control. This is a clear regression on a latency metric and should not be promoted."
clean_mean_shift_001,clean_mean_shift,FAIL,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,20.0,1,9.22,,live,"Canary latency is consistently ~30% higher than control across mean, median, and p90/p95/p99, plus a positive slope suggesting worsening over time. This is a clear regression, not promotable."
clean_mean_shift_001,clean_mean_shift,FAIL,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;statistical,
clean_mean_shift_001,clean_mean_shift,FAIL,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_001,clean_mean_shift,FAIL,hybrid:and,hybrid,and,claude-opus-4-8-vlm,FAIL,20.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_002,clean_mean_shift,FAIL,statistical,statistical,,-,FAIL,0.0,1,0.04,,,
clean_mean_shift_002,clean_mean_shift,FAIL,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,15.0,1,6.1,,live,"Canary latency is materially worse across the board: ~31% higher mean/median, degraded p90/p95/p99 and max, larger stddev, and a positive slope suggesting worsening over time. Not safe to promote."
clean_mean_shift_002,clean_mean_shift,FAIL,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,8.0,1,6.66,,live,"Canary shows a clear, consistent ~30% increase in request latency across all samples, with a materially worse tail and zero overlap with the control distribution. This is a strong regression on a late"
clean_mean_shift_002,clean_mean_shift,FAIL,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,20.0,1,5.24,,live,"Canary latency is consistently ~31% higher than control on mean, median, and every tail percentile (p90/p95/p99/max), with slightly greater spread and an upward slope versus control's flat/declining t"
clean_mean_shift_002,clean_mean_shift,FAIL,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;statistical,
clean_mean_shift_002,clean_mean_shift,FAIL,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_002,clean_mean_shift,FAIL,hybrid:and,hybrid,and,claude-opus-4-8-vlm,FAIL,20.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_003,clean_mean_shift,FAIL,statistical,statistical,,-,FAIL,0.0,1,0.02,,,
clean_mean_shift_003,clean_mean_shift,FAIL,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,20.0,1,8.88,,live,"Canary latency is materially worse: mean up ~26% (0.199s to 0.252s), all percentiles and max elevated, and stddev increased. Both slopes negative/stable, but the sustained latency regression across me"
clean_mean_shift_003,clean_mean_shift,FAIL,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,8.0,1,5.07,,live,"Canary shows a clear, consistent latency regression of roughly 26% over control, with elevated median and tail values across every sample. No overlap between distributions indicates a real degradation"
clean_mean_shift_003,clean_mean_shift,FAIL,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,20.0,1,8.59,,live,"Canary shows consistently elevated request latency (+26% mean, worse p90/p95/p99/max) and greater spread across all samples. This is a clear, sustained regression on a latency metric, not noise, warra"
clean_mean_shift_003,clean_mean_shift,FAIL,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;statistical,
clean_mean_shift_003,clean_mean_shift,FAIL,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_003,clean_mean_shift,FAIL,hybrid:and,hybrid,and,claude-opus-4-8-vlm,FAIL,20.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_004,clean_mean_shift,FAIL,statistical,statistical,,-,FAIL,0.0,1,0.04,,,
clean_mean_shift_004,clean_mean_shift,FAIL,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,20.0,1,6.05,,live,"Canary latency is materially worse: mean +26%, median and all tail percentiles shifted higher, max exceeds control's max. Slope turned slightly positive, indicating no recovery. Consistent regression "
clean_mean_shift_004,clean_mean_shift,FAIL,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,10.0,1,9.2,,live,"Canary latency rose ~28% across the board (median, mean, and tail) versus control with no overlap in distributions. This is a clear, stable latency regression, making the canary unsafe to promote."
clean_mean_shift_004,clean_mean_shift,FAIL,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,20.0,1,7.71,,live,"Canary shows a consistent ~26% latency increase versus control on every quantile, with the full distribution shifted upward. Variance is comparable and slope is flat, but the uniformly worse latency i"
clean_mean_shift_004,clean_mean_shift,FAIL,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;statistical,
clean_mean_shift_004,clean_mean_shift,FAIL,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_004,clean_mean_shift,FAIL,hybrid:and,hybrid,and,claude-opus-4-8-vlm,FAIL,20.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_005,clean_mean_shift,FAIL,statistical,statistical,,-,FAIL,0.0,1,0.02,,,
clean_mean_shift_005,clean_mean_shift,FAIL,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,20.0,1,5.42,,live,"Canary shows uniformly higher request latency (~28% increase) across mean, median, and full tail distribution versus control. Spread and slope are stable, but the consistent regression on a key latenc"
clean_mean_shift_005,clean_mean_shift,FAIL,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,10.0,1,8.01,,live,"Canary latency is materially higher across all samples (control ~0.20s vs canary ~0.257s), with a worse tail and no distributional overlap. This is a clear, consistent regression on a latency metric, "
clean_mean_shift_005,clean_mean_shift,FAIL,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,25.0,1,6.69,,live,"Canary latency is consistently and materially higher (mean +0.057s, ~28%) with worse tail across p90/p95/p99/max. Spread is comparable and no upward trend, but the sustained elevation across the entir"
clean_mean_shift_005,clean_mean_shift,FAIL,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;statistical,
clean_mean_shift_005,clean_mean_shift,FAIL,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_005,clean_mean_shift,FAIL,hybrid:and,hybrid,and,claude-opus-4-8-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_006,clean_mean_shift,FAIL,statistical,statistical,,-,FAIL,0.0,1,0.03,,,
clean_mean_shift_006,clean_mean_shift,FAIL,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,15.0,1,5.17,,live,"Canary latency is materially worse: mean up 33% (0.198s to 0.263s), all percentiles and max elevated, and slope turned positive (rising) versus control's flat/declining trend. This is a clear regressi"
clean_mean_shift_006,clean_mean_shift,FAIL,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,10.0,1,5.22,,live,"Canary latency is materially higher than control (median ~0.264s vs ~0.197s, ~33% increase) with a worse tail across all percentiles. This is a clear regression on a latency metric, unsafe to promote."
clean_mean_shift_006,clean_mean_shift,FAIL,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,20.0,1,7.77,,live,Canary shows consistently higher request latency (~33% above control) with degraded tail percentiles and a positive slope. Spread is comparable but absolute latency regression is clear and material. N
clean_mean_shift_006,clean_mean_shift,FAIL,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;statistical,
clean_mean_shift_006,clean_mean_shift,FAIL,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_006,clean_mean_shift,FAIL,hybrid:and,hybrid,and,claude-opus-4-8-vlm,FAIL,20.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_007,clean_mean_shift,FAIL,statistical,statistical,,-,FAIL,0.0,1,0.02,,,
clean_mean_shift_007,clean_mean_shift,FAIL,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,15.0,1,4.95,,live,"Canary shows a clear and consistent latency regression: mean +35%, median +36%, and worse tail across p90/p95/p99/max. Spread is comparable and slope is flat, but the sustained higher latency alone ma"
clean_mean_shift_007,clean_mean_shift,FAIL,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,8.0,1,9.73,,live,"Canary latency is materially and consistently higher than control (~0.198 vs ~0.272 median), with the whole distribution shifted upward and no overlap. Spread is comparable, but the clear regression i"
clean_mean_shift_007,clean_mean_shift,FAIL,ai:plot,ai,plot,claude-opus-4-8-vlm,FAIL,18.0,1,6.17,,live,"Canary latency is materially worse: mean 0.2715s vs 0.2007s (+35%), with p90/p95/p99 and max all elevated by comparable margins. Though stable (low variance, flat slope), the consistent regression acr"
clean_mean_shift_007,clean_mean_shift,FAIL,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;statistical,
clean_mean_shift_007,clean_mean_shift,FAIL,hybrid:or,hybrid,or,claude-opus-4-8-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;both,
clean_mean_shift_007,clean_mean_shift,FAIL,hybrid:and,hybrid,and,claude-opus-4-8-vlm,FAIL,18.0,1,0.0,,ai=plot/Fail;both,
