scenario,family,truth,judge,kind,rep_or_policy,model,verdict,score,correct,latency,error,note,rationale
noise_equivalent_004,noise_equivalent,PASS,ai:plot,ai,plot,moondream-vlm,FAIL,70.0,0,2.53,,,<= 60 words
noise_equivalent_004,noise_equivalent,PASS,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
noise_equivalent_004,noise_equivalent,PASS,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
noise_equivalent_004,noise_equivalent,PASS,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
noise_equivalent_004,noise_equivalent,PASS,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,0,6.7,,,"The canary shows a marginal improvement over the control, with a lower median and less spread in the data. However, there is still room for improvement as the p90/p95/p99/max values are higher than th"
noise_equivalent_004,noise_equivalent,PASS,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
noise_equivalent_004,noise_equivalent,PASS,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
noise_equivalent_004,noise_equivalent,PASS,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
noise_equivalent_004,noise_equivalent,PASS,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,0,8.2,,,"While both mean and median are similar between the baseline and experiment, the overall score is low due to significant increases in p90, p95, and p99 values for the canary. This suggests that the new"
noise_equivalent_004,noise_equivalent,PASS,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
noise_equivalent_004,noise_equivalent,PASS,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
noise_equivalent_004,noise_equivalent,PASS,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_000,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.04,,,
healed_transient_000,healed_transient,PASS,ai:summary,ai,summary,qwen-llm,FAIL,25.0,0,5.26,,,Canary shows severe degradation in tail latency and variance.
healed_transient_000,healed_transient,PASS,ai:raw,ai,raw,qwen-llm,FAIL,25.0,0,2.96,,,"Canary shows much higher max and tail latencies compared to control, indicating instability."
healed_transient_000,healed_transient,PASS,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_000,healed_transient,PASS,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_000,healed_transient,PASS,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_000,healed_transient,PASS,ai:summary,ai,summary,phi4-llm,FAIL,20.0,0,9.95,,,"The canary shows a substantial increase in request duration metrics (mean, p90, p95, p99, max) compared to the control. Increased standard deviation indicates greater variability, suggesting instabili"
healed_transient_000,healed_transient,PASS,ai:raw,ai,raw,phi4-llm,FAIL,20.0,0,6.11,,,"The canary shows a substantial increase in request duration with higher mean (0.327 vs. 0.199) and variance, indicating instability and degraded performance compared to the control."
healed_transient_000,healed_transient,PASS,hybrid:gated,hybrid,gated,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_000,healed_transient,PASS,hybrid:or,hybrid,or,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_000,healed_transient,PASS,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_000,healed_transient,PASS,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,0,5.1,,,"The canary shows higher variance and worse tail metrics compared to the control, indicating instability. This is concerning despite a similar median."
healed_transient_000,healed_transient,PASS,ai:raw,ai,raw,olmo2-llm,FAIL,40.0,0,3.27,,,"Higher variance and p95 value indicate instability in the canary compared to the stable control, leading to a fail verdict."
healed_transient_000,healed_transient,PASS,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_000,healed_transient,PASS,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_000,healed_transient,PASS,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_000,healed_transient,PASS,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,0,11.17,,,Canary shows increased latency and instability compared to control.
healed_transient_000,healed_transient,PASS,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,0,4.6,,,"Canary has significantly higher max value (0.3588 vs 0.2136) and wider spread, indicating instability."
healed_transient_000,healed_transient,PASS,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_000,healed_transient,PASS,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_000,healed_transient,PASS,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_000,healed_transient,PASS,ai:summary,ai,summary,deepseek-r1-llm,FAIL,25.0,0,16.02,,,"The canary shows a substantial increase in response time variability and worst-case scenarios compared to the control, indicating potential instability."
healed_transient_000,healed_transient,PASS,ai:raw,ai,raw,deepseek-r1-llm,FAIL,20.0,0,13.91,,,"The canary shows much higher variability and extreme values compared to the control, indicating potential instability."
healed_transient_000,healed_transient,PASS,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_000,healed_transient,PASS,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_000,healed_transient,PASS,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_000,healed_transient,PASS,ai:plot,ai,plot,moondream-vlm,FAIL,70.0,0,2.58,,,<= 60 words
healed_transient_000,healed_transient,PASS,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_000,healed_transient,PASS,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
healed_transient_000,healed_transient,PASS,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_000,healed_transient,PASS,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,0,6.64,,,"The canary shows a marginal improvement over the control in terms of HTTP request duration. The median and p90 values are slightly higher, but the spread/variance is comparable, indicating stability. "
healed_transient_000,healed_transient,PASS,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_000,healed_transient,PASS,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
healed_transient_000,healed_transient,PASS,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_000,healed_transient,PASS,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,0,7.5,,,The overall score is low due to an increase in average request durations for the experiment. This suggests that users may experience longer response times when using this new version of the applicatio
healed_transient_000,healed_transient,PASS,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_000,healed_transient,PASS,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_000,healed_transient,PASS,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_001,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
healed_transient_001,healed_transient,PASS,ai:summary,ai,summary,qwen-llm,FAIL,25.0,0,5.21,,,Canary shows severe degradation in tail latency metrics.
healed_transient_001,healed_transient,PASS,ai:raw,ai,raw,qwen-llm,FAIL,35.0,0,2.93,,,"Canary shows much higher max and tail latencies compared to control, indicating instability."
healed_transient_001,healed_transient,PASS,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_001,healed_transient,PASS,ai:summary,ai,summary,phi4-llm,FAIL,20.0,0,9.67,,,"The canary shows significantly worse latency metrics across the board compared to control. Increased variance suggests instability, with a negative slope indicating potential worsening over time."
healed_transient_001,healed_transient,PASS,ai:raw,ai,raw,phi4-llm,FAIL,20.0,0,5.97,,,"The canary shows increased request duration with higher mean (0.287 vs 0.200) and variance compared to control, indicating instability. Tail metrics are also worse in the canary."
healed_transient_001,healed_transient,PASS,hybrid:gated,hybrid,gated,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:or,hybrid,or,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_001,healed_transient,PASS,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,0,5.28,,,"Increased variance and higher p90/p95/p99/max with an upward trend suggest the canary is unstable compared to the control, indicating potential issues that could affect production performance."
healed_transient_001,healed_transient,PASS,ai:raw,ai,raw,olmo2-llm,FAIL,40.0,0,3.48,,,"The canary exhibits higher variance and a poor tail in the 'http_request_duration_seconds_g0011' metric, suggesting instability and potential performance issues not present in the control."
healed_transient_001,healed_transient,PASS,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_001,healed_transient,PASS,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,0,11.43,,,Canary shows increased latency and instability compared to control.
healed_transient_001,healed_transient,PASS,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,0,4.55,,,"Canary has higher max value (0.3188 vs 0.2176) and larger spread, indicating instability."
healed_transient_001,healed_transient,PASS,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_001,healed_transient,PASS,ai:summary,ai,summary,deepseek-r1-llm,FAIL,25.0,0,14.56,,,"The canary shows material instability with a higher standard deviation, increased max value, and an emerging upward trend in the metric. This indicates it is not safe to promote."
healed_transient_001,healed_transient,PASS,ai:raw,ai,raw,deepseek-r1-llm,FAIL,25.0,0,11.09,,,"The experiment shows much higher and more variable request durations compared to control, indicating instability."
healed_transient_001,healed_transient,PASS,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_001,healed_transient,PASS,ai:plot,ai,plot,moondream-vlm,FAIL,70.0,0,2.5,,,<= 60 words
healed_transient_001,healed_transient,PASS,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_001,healed_transient,PASS,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
healed_transient_001,healed_transient,PASS,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_001,healed_transient,PASS,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,0,6.72,,,"The canary shows a marginal improvement over the control, with a lower median and less spread in the data. However, there is still room for improvement as the p90/p95/p99/max values are higher than th"
healed_transient_001,healed_transient,PASS,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_001,healed_transient,PASS,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
healed_transient_001,healed_transient,PASS,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_001,healed_transient,PASS,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,0,7.27,,,"The canary shows a significantly worse performance compared to the control, with much greater variability in request durations. This indicates instability and potential issues that could affect user e"
healed_transient_001,healed_transient,PASS,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_002,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
healed_transient_002,healed_transient,PASS,ai:summary,ai,summary,qwen-llm,FAIL,25.0,0,5.32,,,Canary shows severe degradation in tail latency and variance.
healed_transient_002,healed_transient,PASS,ai:raw,ai,raw,qwen-llm,FAIL,25.0,0,3.03,,,"Canary shows extreme increase in request duration, with much higher max and tail latencies compared to control."
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_002,healed_transient,PASS,ai:summary,ai,summary,phi4-llm,FAIL,20.0,0,9.94,,,"The canary shows a substantial increase in request duration metrics (mean, p90, p95, p99, max) compared to the control. The increased standard deviation indicates greater variability, suggesting insta"
healed_transient_002,healed_transient,PASS,ai:raw,ai,raw,phi4-llm,FAIL,20.0,0,5.78,,,"The canary shows significantly increased HTTP request durations compared to the control. This indicates degraded performance and instability, failing the criteria for a healthy release."
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_002,healed_transient,PASS,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,0,5.75,,,"The canary shows increased variability, a worse performance tail, and an upward trend compared to the control, indicating instability and potential issues."
healed_transient_002,healed_transient,PASS,ai:raw,ai,raw,olmo2-llm,FAIL,40.0,0,3.33,,,"Higher variance and p95 value in the canary suggest instability compared to the stable control, leading to a fail verdict."
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_002,healed_transient,PASS,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,0,11.22,,,Canary shows increased latency and instability compared to control.
healed_transient_002,healed_transient,PASS,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,0,4.51,,,"Canary has significantly higher max value (0.37 vs 0.21) and wider spread, indicating instability."
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_002,healed_transient,PASS,ai:summary,ai,summary,deepseek-r1-llm,FAIL,20.0,0,12.59,,,"The canary shows much higher variability and maximum request duration compared to the control, indicating instability."
healed_transient_002,healed_transient,PASS,ai:raw,ai,raw,deepseek-r1-llm,FAIL,20.0,0,9.5,,,The canary shows a high increase in duration with significant variance and an upward trend.
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_002,healed_transient,PASS,ai:plot,ai,plot,moondream-vlm,FAIL,70.0,0,2.53,,,<= 60 words
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_002,healed_transient,PASS,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,0,6.85,,,"The canary shows a marginal improvement over the control in terms of HTTP request duration. The median and p90 values are higher, indicating some variability but not enough to classify it as 'high'. T"
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_002,healed_transient,PASS,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,0,6.9,,,AI judge plot/minicpm-v-vlm
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_003,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.04,,,
healed_transient_003,healed_transient,PASS,ai:summary,ai,summary,qwen-llm,FAIL,25.0,0,5.28,,,Canary shows severe degradation in tail latency and variance.
healed_transient_003,healed_transient,PASS,ai:raw,ai,raw,qwen-llm,FAIL,25.0,0,3.16,,,"Canary shows extreme variance and high max latency, indicating instability."
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_003,healed_transient,PASS,ai:summary,ai,summary,phi4-llm,FAIL,20.0,0,10.0,,,"The canary shows a substantial increase in request duration metrics (mean, p90, p95, p99, max) compared to the control. The increased standard deviation suggests higher variability and potential insta"
healed_transient_003,healed_transient,PASS,ai:raw,ai,raw,phi4-llm,FAIL,20.0,0,6.1,,,The canary shows a substantial increase in request duration with higher variance and worse tail metrics. This indicates instability and degraded performance despite some lower values later in the arra
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_003,healed_transient,PASS,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,0,5.76,,,"The canary shows higher variance, a worse percentile tail, and an upward trend compared to the control on a critical latency metric, indicating instability and potential issues."
healed_transient_003,healed_transient,PASS,ai:raw,ai,raw,olmo2-llm,FAIL,40.0,0,3.62,,,"The canary's latency variance is much higher, with a p95 value of 0.3801, which is significantly worse than the control's 0.1967. This suggests instability and flapping, leading to a fail verdict."
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_003,healed_transient,PASS,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,0,11.78,,,Canary shows increased latency and instability. Not safe to promote.
healed_transient_003,healed_transient,PASS,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,0,4.55,,,Canary shows significantly higher request durations with increased variability and worse tails compared to control.
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_003,healed_transient,PASS,ai:summary,ai,summary,deepseek-r1-llm,FAIL,20.0,0,13.83,,,"The canary shows significantly worse performance across all metrics compared to the control group, indicating instability and unreliability."
healed_transient_003,healed_transient,PASS,ai:raw,ai,raw,deepseek-r1-llm,FAIL,25.0,0,11.19,,,"The experiment shows much higher variance and an outlier maximum, indicating instability."
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_003,healed_transient,PASS,ai:plot,ai,plot,moondream-vlm,PASS,100.0,1,2.49,,,<= 60 words
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
healed_transient_003,healed_transient,PASS,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,0,6.75,,,"The canary shows a marginal improvement over the control in terms of HTTP request duration. The median and p90 values are similar, but the slope per sample is negative for the canary, indicating a pot"
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_003,healed_transient,PASS,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,0,7.49,,,"The overall score is low due to an increase in average response time for HTTP requests. The median remains similar but the spread and variance have increased substantially, suggesting instability or d"
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_004,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.04,,,
healed_transient_004,healed_transient,PASS,ai:summary,ai,summary,qwen-llm,FAIL,25.0,0,5.24,,,Canary shows severe degradation in tail latency and variance.
healed_transient_004,healed_transient,PASS,ai:raw,ai,raw,qwen-llm,FAIL,25.0,0,2.88,,,"Canary shows extreme variance and high max latency, indicating instability."
healed_transient_004,healed_transient,PASS,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_004,healed_transient,PASS,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_004,healed_transient,PASS,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_004,healed_transient,PASS,ai:summary,ai,summary,phi4-llm,FAIL,20.0,0,9.87,,,"The canary shows a substantial increase in request duration metrics (mean, percentiles) compared to control, indicating degraded performance. Increased variance suggests instability, warranting furthe"
healed_transient_004,healed_transient,PASS,ai:raw,ai,raw,phi4-llm,FAIL,20.0,0,5.61,,,The canary shows a substantial increase in request duration with higher variance and worse tail metrics compared to the control. This indicates instability and degraded performance.
healed_transient_004,healed_transient,PASS,hybrid:gated,hybrid,gated,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_004,healed_transient,PASS,hybrid:or,hybrid,or,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_004,healed_transient,PASS,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_004,healed_transient,PASS,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,0,5.78,,,"The canary shows increased variability, a worse performance tail, and an upward trend compared to the control, indicating instability and potential issues."
